代號,名稱,英文名稱,票面利率,轉換價格(元),轉換價格生效日期,轉換標的代碼,轉換標的名稱,轉換日期起,轉換日期迄,發行日期,掛牌日期,到期日,到期價格,到期殖利率,申請發行總額(百萬),實際發行總額(百萬),發行價格(元),最新餘額(百萬),還本年限,發行時轉換價格(元),承銷機構,過戶機構,提前償還日,提前償還日1,提前償還價格1,提前償還殖利率1,提前償還日2,提前償還價格2,提前償還殖利率2,提前償還日3,提前償還價格3,提前償還殖利率3,提前償還日4,提前償還價格4,提前償還殖利率4,最近提前償還日,最近提前償還價格,最近提前償還殖利率,債券擔保情形,重設平均天數3,重設轉換價格公式,停止受理轉換登記日期起,停止受理轉換登記日期訖,強制贖回日
24394,美律四,"MERRY ELECTRONICS CO.,LTD. Domestic 4th Unsecured Convertible Bonds",0.0,128.9,2025-09-05 00:00:00,2439.0,美律,2024-10-11 00:00:00,2027-07-10 00:00:00,2024-07-10 00:00:00,2024-07-10 00:00:00,2027-07-10 00:00:00,100.0,0.0,2500.0,2500.0,100.5,2500.0,3.0,143.1,960T富邦綜合證券,凱基證券股務代理部,無,2027-07-10 00:00:00,100.0,0.0,,,,,,,,,,2027-07-10 00:00:00,100.0,0.0,無,,,2025-08-11 00:00:00,2025-09-05 00:00:00,
24395,美律五,"MERRY ELECTRONICS CO.,LTD. Domestic 5th Unsecured Convertible Bonds",0.0,125.2,2025-09-05 00:00:00,2439.0,美律,2024-10-23 00:00:00,2027-07-22 00:00:00,2024-07-22 00:00:00,2024-07-22 00:00:00,2027-07-22 00:00:00,100.0,0.0,500.0,500.0,120.31,500.0,3.0,139.0,960T富邦綜合證券,凱基證券股份有限公司股務代理部,無,2027-07-22 00:00:00,100.0,0.0,,,,,,,,,,2027-07-22 00:00:00,100.0,0.0,無,,,2025-08-11 00:00:00,2025-09-05 00:00:00,
24423,新美齊三,"JEAN CO., LTD. 3rd Domestic Unsecured Convertible Bond",0.0,25.6,2025-09-15 00:00:00,2442.0,新美齊,2025-03-01 00:00:00,2027-11-29 00:00:00,2024-11-29 00:00:00,2024-11-29 00:00:00,2027-11-29 00:00:00,100.0,0.0,1000.0,1000.0,100.5,900.3,3.0,26.1,815T台新綜合證券,中國信託商業銀行代理部,發行滿二年,2026-11-29 00:00:00,100.5,0.25,2027-11-29 00:00:00,100.0,0.0,,,,,,,2026-11-29 00:00:00,100.5,0.25,無,,,2025-08-21 00:00:00,2025-09-15 00:00:00,
24424,新美齊四,"JEAN CO., LTD. 4th Domestic Unsecured Convertible Bond",0.0,25.9,2025-09-15 00:00:00,2442.0,新美齊,2025-03-26 00:00:00,2027-12-25 00:00:00,2024-12-25 00:00:00,2024-12-25 00:00:00,2027-12-25 00:00:00,100.0,0.0,1000.0,600.0,100.0,592.8,3.0,26.4,815T台新綜合證券,中國信託商業銀行代理部,發行滿二年,2026-12-25 00:00:00,100.5,0.25,2027-12-25 00:00:00,100.0,0.0,,,,,,,2026-12-25 00:00:00,100.5,0.25,無,,,2025-08-21 00:00:00,2025-09-15 00:00:00,
24616,光群雷六,K Laser Technology Inc. 6th Domestic Secured Convertible Bonds,0.0,14.5,2025-07-14 00:00:00,2461.0,光群雷,2021-06-25 00:00:00,2026-03-24 00:00:00,2021-03-24 00:00:00,2021-03-24 00:00:00,2026-03-24 00:00:00,100.0,0.0,600.0,600.0,101.0,256.1,5.0,19.8,920T凱基證券,福邦證券股份有限公司,發行滿三年,2024-03-24 00:00:00,101.51,0.5,2026-03-24 00:00:00,100.0,0.0,,,,,,,2026-03-24 00:00:00,100.0,0.0,有，台中商業銀行股份有限公司,,,2025-06-19 00:00:00,2025-07-14 00:00:00,
24624,良得電四,"TAIWAN LINE TEK ELECTRONIC CO., LTD 4th DOMESTIC CONVERTIBLE BOND",0.0,30.09,2025-08-03 00:00:00,2462.0,良得電,2023-11-12 00:00:00,2026-08-11 00:00:00,2023-08-11 00:00:00,2023-08-11 00:00:00,2026-08-11 00:00:00,100.0,0.0,400.0,400.0,100.0,244.3,3.0,33.53,585T統一綜合證券,統一綜合證券股份有限公司,發行滿二年,2025-08-11 00:00:00,100.501,0.25,2026-08-11 00:00:00,100.0,0.0,,,,,,,2026-08-11 00:00:00,100.0,0.0,無,,,2025-07-09 00:00:00,2025-08-03 00:00:00,
24642,盟立二,MIRLE AUTOMATION CORPORATION 2nd Unsecured Convertible Bond,0.0,78.5,2025-07-09 00:00:00,2464.0,盟立,2024-12-17 00:00:00,2027-09-16 00:00:00,2024-09-16 00:00:00,2024-09-16 00:00:00,2027-09-16 00:00:00,100.0,0.0,1000.0,1000.0,117.64,980.3,3.0,80.0,616T中國信託綜合證券,中國信託商業銀行股份有限公司股務代理部,發行滿二年,2026-09-16 00:00:00,100.5,0.25,2027-09-16 00:00:00,100.0,0.0,,,,,,,2026-09-16 00:00:00,100.5,0.25,無,,,2025-06-16 00:00:00,2025-07-09 00:00:00,
24762,鉅祥二,"G-SHANK ENTERPRISE CO., LTD. 2nd Domestic Unsecured Convertible Bond",0.0,66.5,2025-08-20 00:00:00,2476.0,鉅祥,2024-04-27 00:00:00,2027-01-26 00:00:00,2024-01-26 00:00:00,2024-01-26 00:00:00,2027-01-26 00:00:00,100.0,0.0,1000.0,1000.0,113.8,399.3,3.0,72.2,616T中國信託綜合證券,群益金鼎證券股份有限公司股務代理部,無,2027-01-26 00:00:00,100.0,0.0,,,,,,,,,,2027-01-26 00:00:00,100.0,0.0,無,,,2025-07-28 00:00:00,2025-08-20 00:00:00,
24866,一詮六,"I-CHIUN PRECISION INDUSTRY CO., LTD. 6th Domestic Unsecured Convertible Bond",0.0,125.2,2025-07-04 00:00:00,2486.0,一詮,2024-10-02 00:00:00,2027-07-01 00:00:00,2024-07-01 00:00:00,2024-07-01 00:00:00,2027-07-01 00:00:00,100.0,0.0,600.0,600.0,101.0,600.0,3.0,126.0,648T福邦證券,福邦證券股份有限公司股務代理部,發行滿二年,2026-07-01 00:00:00,101.0025,0.5,2027-07-01 00:00:00,100.0,0.0,,,,,,,2026-07-01 00:00:00,101.0025,0.5,無,,,2025-06-09 00:00:00,2025-07-04 00:00:00,
25283,皇普三,CROWELL DEVELOPMENT CORP. 3rd Secured Convertible Bond,0.0,42.4,2025-08-05 00:00:00,2528.0,皇普,2025-04-01 00:00:00,2029-12-31 00:00:00,2024-12-31 00:00:00,2024-12-31 00:00:00,2029-12-31 00:00:00,102.53,0.5,600.0,600.0,102.51,600.0,5.0,46.4,815T台新綜合證券,福邦證券股份有限公司代理部,發行滿三年,2027-12-31 00:00:00,100.752,0.25,2029-12-31 00:00:00,102.53,0.5,,,,,,,2027-12-31 00:00:00,100.752,0.25,有，元大商業銀行股份有限公司,,,2025-07-11 00:00:00,2025-08-05 00:00:00,
25284,皇普四,CROWELL DEVELOPMENT CORP. 4th Unsecured Convertible Bond,0.0,41.0,2025-08-05 00:00:00,2528.0,皇普,2025-04-18 00:00:00,2030-01-17 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,2030-01-17 00:00:00,102.53,0.5,500.0,500.0,101.12,500.0,5.0,45.0,815T台新綜合證券,福邦證券股份有限公司代理部,發行滿三年,2028-01-17 00:00:00,101.508,0.5,2030-01-17 00:00:00,102.53,0.5,,,,,,,2028-01-17 00:00:00,101.508,0.5,無,,,2025-07-11 00:00:00,2025-08-05 00:00:00,
25303,華建三,"DELPHA CONSTRUCTION CO.,LTD. 3rd Unsecured Convertible Bond",0.0,33.1,2025-09-14 00:00:00,2530.0,華建,2025-09-24 00:00:00,2028-06-23 00:00:00,2025-06-23 00:00:00,2025-06-23 00:00:00,2028-06-23 00:00:00,100.0,0.0,500.0,500.0,100.0,500.0,3.0,34.7,920T凱基證券,中國信託商業銀行代理部,發行滿二年,2027-06-23 00:00:00,100.5,0.25,2028-06-23 00:00:00,100.0,0.0,,,,,,,2027-06-23 00:00:00,100.5,0.25,無,,,2025-11-20 00:00:00,2025-12-15 00:00:00,
25304,華建四,"DELPHA CONSTRUCTION CO.,LTD. 4th Unsecured Convertible Bond",0.0,31.0,2025-09-14 00:00:00,2530.0,華建,2025-10-01 00:00:00,2028-06-30 00:00:00,2025-06-30 00:00:00,2025-06-30 00:00:00,2028-06-30 00:00:00,100.0,0.0,1000.0,800.0,100.37,760.7,3.0,32.5,920T凱基證券,中國信託商業銀行代理部,發行滿二年,2027-06-30 00:00:00,100.5,0.25,2028-06-30 00:00:00,100.0,0.0,,,,,,,2027-06-30 00:00:00,100.5,0.25,無,,,2025-11-20 00:00:00,2025-12-15 00:00:00,
25483,華固三,"HUAKU DEVELOPMENT CO., LTD. 3rd Unsecured Convertible Bond",0.0,125.0,2025-08-02 00:00:00,2548.0,華固,2025-01-03 00:00:00,2029-10-02 00:00:00,2024-10-02 00:00:00,2024-10-02 00:00:00,2029-10-02 00:00:00,100.0,0.0,4000.0,4000.0,101.0,4000.0,5.0,138.0,960T富邦綜合證券,台新綜和證券公司股務代理部,發行滿三年,2027-10-02 00:00:00,100.0,0.0,2029-10-02 00:00:00,100.0,0.0,,,,,,,2027-10-02 00:00:00,100.0,0.0,無,,,2025-07-08 00:00:00,2025-08-02 00:00:00,
25484,華固四,"HUAKU DEVELOPMENT CO.,LTD 4th Unsecured Convertible Bond",0.0,123.5,2025-08-02 00:00:00,2548.0,華固,2025-01-19 00:00:00,2029-10-18 00:00:00,2024-10-18 00:00:00,2024-10-18 00:00:00,2029-10-18 00:00:00,100.0,0.0,2000.0,2000.0,104.83,2000.0,5.0,136.3,960T富邦綜合證券,台新綜和證券公司股務代理,發行滿三年,2027-10-18 00:00:00,100.0,0.0,2029-10-18 00:00:00,100.0,0.0,,,,,,,2027-10-18 00:00:00,100.0,0.0,無,,,2025-07-08 00:00:00,2025-08-02 00:00:00,
26107,華航七,China Airlines company domestic 7th Unsecured Convertible Bond,0.0,16.9,2025-07-22 00:00:00,2610.0,華航,2021-07-29 00:00:00,2026-04-28 00:00:00,2021-04-28 00:00:00,2021-04-28 00:00:00,2026-04-28 00:00:00,100.0,0.0,6000.0,4500.0,100.0,1034.9,5.0,19.0,815T台新綜合證券,中國信託商業銀行代理部,發行滿三年,2024-04-28 00:00:00,100.0,0.0,2026-04-28 00:00:00,100.0,0.0,,,,,,,2026-04-28 00:00:00,100.0,0.0,無,,,2025-06-27 00:00:00,2025-07-22 00:00:00,
26417,正德七,Franbo Lines Corp. 7th Unsecured Convertible Bond,0.0,22.15,2025-07-05 00:00:00,2641.0,正德,2024-10-27 00:00:00,2027-07-26 00:00:00,2024-07-26 00:00:00,2024-07-26 00:00:00,2027-07-26 00:00:00,100.0,0.0,590.0,590.0,104.88,576.7,3.0,22.7,910T群益金鼎證券,福邦證券股份有限公司股務代理部,無,2027-07-26 00:00:00,100.0,0.0,,,,,,,,,,2027-07-26 00:00:00,100.0,0.0,無,,,2025-06-10 00:00:00,2025-07-05 00:00:00,
26418,正德八,Franbo Lines Corp. 8th Unsecured Convertible Bond,0.0,19.3,2025-08-06 00:00:00,2641.0,正德,2025-11-07 00:00:00,2030-08-06 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,2030-08-06 00:00:00,100.0,0.0,780.0,780.0,100.5,780.0,5.0,19.3,910T群益金鼎證券,福邦證券股份有限公司股務代理部,發行滿三年,2028-08-06 00:00:00,100.7519,0.25,2030-08-06 00:00:00,100.0,0.0,,,,,,,2028-08-06 00:00:00,100.7519,0.25,無,,,,,
27271,王品一,"Wowprime Co., Ltd. 1st Domestic Unsecured Convertible Bond",0.0,233.4,2025-07-11 00:00:00,2727.0,王品,2023-06-30 00:00:00,2028-03-29 00:00:00,2023-03-29 00:00:00,2023-03-29 00:00:00,2028-03-29 00:00:00,100.0,0.0,700.0,700.0,101.0,699.9,5.0,295.0,富邦綜合證券股份有限公司,永豐金證券股份有限公司股務代理部,發行滿三年,2026-03-29 00:00:00,100.7519,0.25,2028-03-29 00:00:00,100.0,0.0,,,,,,,2026-03-29 00:00:00,100.7519,0.25,無,,,2025-06-16 00:00:00,2025-07-11 00:00:00,
27323,六角三,"La Kaffa International Co., LTD. 3rd Domestic Unsecured Convertible Bond",0.0,124.8,2025-09-13 00:00:00,2732.0,六角,2024-04-27 00:00:00,2027-01-26 00:00:00,2024-01-26 00:00:00,2024-01-26 00:00:00,2027-01-26 00:00:00,100.0,0.0,600.0,600.0,100.0,600.0,3.0,137.7,920T凱基證券,永豐金證券(股)公司股務代理部,發行滿二年,2026-01-26 00:00:00,101.0,0.5,2027-01-26 00:00:00,100.0,0.0,,,,,,,2026-01-26 00:00:00,101.0,0.5,無,,,2025-08-19 00:00:00,2025-09-13 00:00:00,
27324,六角四,"La Kaffa International Co., LTD. 4th Domestic Unsecured Convertible Bond",0.0,74.3,2025-12-08 00:00:00,2732.0,六角,2026-03-09 00:00:00,2028-12-08 00:00:00,2025-12-08 00:00:00,2025-12-08 00:00:00,2028-12-08 00:00:00,100.0,0.0,600.0,600.0,100.0,600.0,3.0,74.3,930T華南永昌綜合證券,永豐金證券(股)公司股務代理部,發行滿二年,2027-12-08 00:00:00,101.0,0.5,2028-12-08 00:00:00,100.0,0.0,,,,,,,2027-12-08 00:00:00,101.0,0.5,無,,,,,
27431,山富一,"RICHMOND INTERNATIONAL TRAVEL AND TOUR CO.,LTD. 1st Unsecured Convertible Bond",0.0,101.9,2025-09-26 00:00:00,2743.0,山富,2025-11-29 00:00:00,2028-08-28 00:00:00,2025-08-28 00:00:00,2025-08-28 00:00:00,2028-08-28 00:00:00,100.0,0.0,300.0,300.0,102.0,300.0,3.0,135.0,888T國泰綜合證券,福邦證券股務代理部,發行滿二年,2027-08-28 00:00:00,101.0025,0.5,2028-08-28 00:00:00,100.0,0.0,,,,,,,2027-08-28 00:00:00,101.0025,0.5,無,,,,,
27531,八方雲集一,"Bafang Yunji International Co., Ltd. 1st Domestic Unsecured Convertible Bond",0.0,212.0,2025-10-09 00:00:00,2753.0,八方雲集,2026-01-10 00:00:00,2028-10-09 00:00:00,2025-10-09 00:00:00,2025-10-09 00:00:00,2028-10-09 00:00:00,100.0,0.0,800.0,800.0,100.5,800.0,3.0,212.0,980T元大證券,中國信託商業銀行股份有限公司代理部,無,2028-10-09 00:00:00,100.0,0.0,,,,,,,,,,2028-10-09 00:00:00,100.0,0.0,無,,,,,
27532,八方雲集二,"Bafang Yunji International Co., Ltd. 2nd Domestic Unsecured Convertible Bond",0.0,210.0,2025-10-20 00:00:00,2753.0,八方雲集,2026-01-21 00:00:00,2028-10-20 00:00:00,2025-10-20 00:00:00,2025-10-20 00:00:00,2028-10-20 00:00:00,100.0,0.0,200.0,200.0,107.18,200.0,3.0,210.0,980T元大證券,中國信託商業銀行股份有限公司代理部,無,2028-10-20 00:00:00,100.0,0.0,,,,,,,,,,2028-10-20 00:00:00,100.0,0.0,無,,,,,
27551,揚秦一,"YOUNGQIN INTERNATIONAL CO.,LTD 1st Domestic Unsecured Convertible Bond",0.0,86.7,2025-09-10 00:00:00,2755.0,揚秦,2025-04-16 00:00:00,2028-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2028-01-15 00:00:00,100.0,0.0,200.0,200.0,101.0,124.1,3.0,106.0,9A0T永豐金證券,台新綜合證券(股)公司股務代理部,無,2028-01-15 00:00:00,100.0,0.0,,,,,,,,,,2028-01-15 00:00:00,100.0,0.0,無,,,2025-08-18 00:00:00,2025-09-10 00:00:00,
27561,聯發國際一,LIAN FA INTERNATIONAL DINING BUSINESS CORP. Domestic First Convertible Bonds,0.0,90.1,2025-11-05 00:00:00,2756.0,聯發國際,2024-08-31 00:00:00,2027-05-30 00:00:00,2024-05-30 00:00:00,2024-05-30 00:00:00,2027-05-30 00:00:00,100.0,0.0,300.0,300.0,101.0,295.0,3.0,94.3,585T統一綜合證券,凱基證券股份有限公司股務代理部,發行滿二年,2026-05-30 00:00:00,101.0025,0.5,2027-05-30 00:00:00,100.0,0.0,,,,,,,2026-05-30 00:00:00,101.0025,0.5,無,,,2025-10-09 00:00:00,2025-11-05 00:00:00,
29051,三商一,"Mercuries & Associates Holding, Ltd. 1st Domestic Unsecured Convertible Bond",0.0,19.23,2025-09-16 00:00:00,2905.0,三商,2021-04-26 00:00:00,2026-01-25 00:00:00,2021-01-25 00:00:00,2021-01-25 00:00:00,2026-01-25 00:00:00,100.0,0.0,2300.0,2300.0,100.5,254.7,5.0,22.5,930T華南永昌綜合證券,宏遠證券股份有限公司股務代理部,發行滿三年,2024-01-25 00:00:00,100.75,0.25,2026-01-25 00:00:00,100.0,0.0,,,,,,,2026-01-25 00:00:00,100.0,0.0,無,,,2025-08-22 00:00:00,2025-09-16 00:00:00,
29061,高林一,"Collins Co., Ltd.1st Domestic Unsecured Convertible Bond",0.0,16.8,2025-07-21 00:00:00,2906.0,高林,2023-12-21 00:00:00,2026-09-20 00:00:00,2023-09-20 00:00:00,2023-09-20 00:00:00,2026-09-20 00:00:00,100.0,0.0,1000.0,1000.0,105.28,460.0,3.0,18.0,592T元富證券,元富證券股份有限公司股務代理部,發行滿二年,2025-09-20 00:00:00,102.01,1.0,2026-09-20 00:00:00,100.0,0.0,,,,,,,2026-09-20 00:00:00,100.0,0.0,無,,,2025-06-26 00:00:00,2025-07-21 00:00:00,
30061,晶豪科一,Elite Semiconductor Microelectronics Tech Inc.  1st Unsecured Convertible Bond,0.0,83.6,2025-07-15 00:00:00,3006.0,晶豪科,2024-01-28 00:00:00,2026-10-27 00:00:00,2023-10-27 00:00:00,2023-10-27 00:00:00,2026-10-27 00:00:00,100.0,0.0,1000.0,1000.0,115.42,999.9,3.0,85.6,920T凱基證券,群益金鼎證券股份有限公司股務代理部,無,2026-10-27 00:00:00,100.0,0.0,,,,,,,,,,2026-10-27 00:00:00,100.0,0.0,無,,,2025-06-20 00:00:00,2025-07-15 00:00:00,
30134,晟銘電四,CHENMING ELECTRONIC TECHNOLOGY CORPORATION 4th Domestic Secured Convertible Bond,0.0,143.8,2025-07-20 00:00:00,3013.0,晟銘電,2025-01-19 00:00:00,2027-10-18 00:00:00,2024-10-18 00:00:00,2024-10-18 00:00:00,2027-10-18 00:00:00,100.0,0.0,500.0,500.0,114.01,500.0,3.0,144.5,616T中國信託綜合證券,中國信託商業銀行股份有限公司股務代理部,無,2027-10-18 00:00:00,100.0,0.0,,,,,,,,,,2027-10-18 00:00:00,100.0,0.0,有，兆豐國際商業銀行股份有限公司、中國信託商業銀行股份有限公司,,,2025-06-25 00:00:00,2025-07-20 00:00:00,
30165,嘉晶五,Episil-Precision Inc. 5th Domestic Unsecured Convertible Bond,0.0,71.4,2025-07-15 00:00:00,3016.0,嘉晶,2024-10-27 00:00:00,2027-07-26 00:00:00,2024-07-26 00:00:00,2024-07-26 00:00:00,2027-07-26 00:00:00,100.0,0.0,500.0,500.0,101.0,500.0,3.0,72.6,920T凱基證券,永豐金證券股份有限公司股務代理部,無,2027-07-26 00:00:00,100.0,0.0,,,,,,,,,,2027-07-26 00:00:00,100.0,0.0,無,,,2025-06-20 00:00:00,2025-07-15 00:00:00,
30238,信邦八,"SINBON Electronics Co., Ltd. 8th Domestic Unsecured Convertible Bond",0.0,259.5,2025-08-27 00:00:00,3023.0,信邦,2023-03-13 00:00:00,2025-12-12 00:00:00,2022-12-12 00:00:00,2022-12-12 00:00:00,2025-12-12 00:00:00,100.0,0.0,1000.0,1000.0,104.5,816.7,3.0,286.5,815T台新綜合證券,台新綜合證券股份有限公司股務代理部,發行滿二年,2024-12-12 00:00:00,101.0025,0.5,2025-12-12 00:00:00,100.0,0.0,,,,,,,2025-12-12 00:00:00,100.0,0.0,無,,,2025-08-04 00:00:00,2025-08-27 00:00:00,
30321,偉訓一,"COMPUCASE ENTERPRISE CO., LTD.. 1st Unsecured Convertible Bond",0.0,105.9,2025-11-13 00:00:00,3032.0,偉訓,2026-02-14 00:00:00,2028-11-13 00:00:00,2025-11-13 00:00:00,2025-11-13 00:00:00,2028-11-13 00:00:00,101.5075,0.5,1000.0,1000.0,100.0,1000.0,3.0,105.9,585T統一綜合證券,元大證券股務代理部,發行滿二年,2027-11-13 00:00:00,101.0025,0.5,2028-11-13 00:00:00,101.5075,0.5,,,,,,,2027-11-13 00:00:00,101.0025,0.5,無,,,,,
30322,偉訓二,"COMPUCASE ENTERPRISE CO., LTD.. 2nd Unsecured Convertible Bond",0.0,101.9,2025-11-25 00:00:00,3032.0,偉訓,2026-02-26 00:00:00,2030-11-25 00:00:00,2025-11-25 00:00:00,2025-11-25 00:00:00,2030-11-25 00:00:00,100.0,0.0,1000.0,1000.0,104.73,1000.0,5.0,101.9,585T統一綜合證券,元大證券股務代理部,發行滿二、三、四年,2027-11-25 00:00:00,101.0025,0.5,2028-11-25 00:00:00,101.5075,0.5,2029-11-25 00:00:00,102.0151,0.5,2030-11-25,100.0,0.0,2027-11-25 00:00:00,101.0025,0.5,無,,,,,
30336,威健六,"Weikeng Industrial Co., Ltd. 6th Domestic Unsecured Convertible Bond",0.0,24.84,2025-08-17 00:00:00,3033.0,威健,2022-09-02 00:00:00,2027-06-01 00:00:00,2022-06-01 00:00:00,2022-06-01 00:00:00,2027-06-01 00:00:00,100.0,0.0,2000.0,2000.0,100.0,440.9,5.0,34.27,930T華南永昌綜合證券,元大證券(股)公司,發行滿三、四年,2025-06-01 00:00:00,101.5,0.5,2026-06-01 00:00:00,102.0,0.5,2027-06-01 00:00:00,100.0,0.0,,,,2026-06-01 00:00:00,102.0,0.5,無,,,2025-07-23 00:00:00,2025-08-17 00:00:00,
30337,威健七,"Weikeng Industrial Co., Ltd. 7th Domestic Unsecured Convertible Bond",0.0,34.44,2025-08-17 00:00:00,3033.0,威健,2024-12-12 00:00:00,2029-09-11 00:00:00,2024-09-11 00:00:00,2024-09-11 00:00:00,2029-09-11 00:00:00,100.0,0.0,2500.0,2500.0,100.0,2500.0,5.0,36.67,930T華南永昌綜合證券,元大證券(股)公司,發行滿三、四年,2027-09-11 00:00:00,100.0,0.0,2028-09-11 00:00:00,100.0,0.0,2029-09-11 00:00:00,100.0,0.0,,,,2027-09-11 00:00:00,100.0,0.0,無,,,2025-07-23 00:00:00,2025-08-17 00:00:00,
30371,欣興一,Unimicron Technology Corp.1st unsecured convertible corporate bonds,0.0,165.4,2025-11-03 00:00:00,3037.0,欣興,2026-02-04 00:00:00,2030-11-03 00:00:00,2025-11-03 00:00:00,2025-11-03 00:00:00,2030-11-03 00:00:00,100.0,0.0,4000.0,4000.0,101.0,4000.0,5.0,165.4,616T中國信託綜合證券,宏遠證券股份有限公司,發行滿三年,2028-11-03 00:00:00,100.0,0.0,2030-11-03 00:00:00,100.0,0.0,,,,,,,2028-11-03 00:00:00,100.0,0.0,無,,,,,
30401,遠見一,"GLOBAL VIEW CO.,LTD 1st Domestic Unsecured Convertible Bond",0.0,47.2,2025-07-05 00:00:00,3040.0,遠見,2025-10-01 00:00:00,2028-06-30 00:00:00,2025-06-30 00:00:00,2025-06-30 00:00:00,2028-06-30 00:00:00,100.0,0.0,500.0,500.0,100.0,366.8,3.0,48.3,585T統一綜合證券,元大證券股份有限公司 股務代理部,發行滿二年,2027-06-30 00:00:00,102.01,1.0,2028-06-30 00:00:00,100.0,0.0,,,,,,,2027-06-30 00:00:00,102.01,1.0,無,,,,,
30454,台灣大四,TAIWAN MOBILE 4th Domestic Unsecured Convertible Bond,0.0,118.2,2025-07-15 00:00:00,3045.0,台灣大,2025-05-25 00:00:00,2030-02-24 00:00:00,2025-02-24 00:00:00,2025-02-24 00:00:00,2030-02-24 00:00:00,100.0,,7000.0,7000.0,100.0,7000.0,5.0,123.0,980T元大證券,富邦綜合證券股務代理部,發行滿三年,2028-02-24 00:00:00,100.0,0.0,2030-02-24 00:00:00,100.0,0.0,,,,,,,2028-02-24 00:00:00,100.0,0.0,無,,,2025-06-20 00:00:00,2025-07-15 00:00:00,
30455,台灣大五,TAIWAN MOBILE 5th Domestic Unsecured Convertible Bond,0.0,111.3,2025-07-15 00:00:00,3045.0,台灣大,2025-05-26 00:00:00,2030-02-25 00:00:00,2025-02-25 00:00:00,2025-02-25 00:00:00,2030-02-25 00:00:00,100.0,0.0,3000.0,3000.0,100.63,3000.0,5.0,115.8,980T元大證券,富邦綜合證券股務代理部,發行滿三年,2028-02-25 00:00:00,100.0,0.0,2030-02-25 00:00:00,100.0,0.0,,,,,,,2028-02-25 00:00:00,100.0,0.0,無,,,2025-06-20 00:00:00,2025-07-15 00:00:00,
30882,艾訊二,"Axiomtek Co., Ltd. Domestic 2nd Unsecured Convertible Bond",0.0,88.5,2025-08-08 00:00:00,3088.0,艾訊,2023-11-29 00:00:00,2026-08-28 00:00:00,2023-08-28 00:00:00,2023-08-28 00:00:00,2026-08-28 00:00:00,100.0,0.0,800.0,800.0,106.0,368.6,3.0,109.5,920T凱基證券,台新綜合證券股份有限公司股務代理部,無,2026-08-28 00:00:00,100.0,0.0,,,,,,,,,,2026-08-28 00:00:00,100.0,0.0,無,,,2025-07-14 00:00:00,2025-08-08 00:00:00,
30922,鴻碩二,HOTRON PRECISION ELECTRONIC INDUSTRIAL CO.LTD. 2nd Unsecured Convertible Bond,0.0,36.0,2023-08-14 00:00:00,3092.0,鴻碩,2023-10-05 00:00:00,2026-07-04 00:00:00,2023-07-04 00:00:00,2023-07-04 00:00:00,2026-07-04 00:00:00,100.0,0.0,250.0,250.0,107.33,46.3,3.0,37.6,凱基證券股份有限公司,中國信託商業銀行代理部,發行滿二年,2025-07-04 00:00:00,101.0025,0.5,2026-07-04 00:00:00,100.0,0.0,,,,,,,2026-07-04 00:00:00,100.0,0.0,無,,,2025-03-30 00:00:00,2025-05-28 00:00:00,
30954,及成四,"Taiwan CHI CHENG Enterprise Co., Ltd. 4th Secured Convertible Bond",0.0,41.1,2025-02-25 00:00:00,3095.0,及成,2025-05-26 00:00:00,2028-02-25 00:00:00,2025-02-25 00:00:00,2025-02-25 00:00:00,2028-02-25 00:00:00,100.0,0.0,150.0,150.0,113.44,150.0,3.0,41.1,815T台新綜合證券,中國信託商業銀行代理部,發行滿二年,2027-02-25 00:00:00,100.0,0.0,2028-02-25 00:00:00,100.0,0.0,,,,,,,2027-02-25 00:00:00,100.0,0.0,有，陽信商業銀行股份有限公司,,,2025-04-18 00:00:00,2025-06-16 00:00:00,
31222,笙泉二,"Megawin Technology Co., Ltd. 2nd Domestic Unsecured Convertible Bond",0.0,42.3,2024-05-03 00:00:00,3122.0,笙泉,2024-08-04 00:00:00,2027-05-03 00:00:00,2024-05-03 00:00:00,2024-05-03 00:00:00,2027-05-03 00:00:00,101.5075,0.5,200.0,200.0,101.0,199.1,3.0,42.3,群益金鼎證券股份有限公司,群益金鼎證券股份有限公司股務代理部,發行滿二年,2026-05-03 00:00:00,101.0025,0.5,2027-05-03 00:00:00,101.5075,0.5,,,,,,,2026-05-03 00:00:00,101.0025,0.5,無,,,2025-03-23 00:00:00,2025-05-21 00:00:00,
31282,昇銳二,"Hi Sharp Intelligence Technology Co.,Ltd. 2nd Unsecured Convertible Bond",0.0,37.8,2025-08-30 00:00:00,3128.0,昇銳,2023-10-04 00:00:00,2026-07-03 00:00:00,2023-07-03 00:00:00,2023-07-03 00:00:00,2026-07-03 00:00:00,100.0,0.0,300.0,300.0,100.0,108.3,3.0,44.1,779T國票綜合證券,群益金鼎證券股份有限公司股務代理部,發行滿二年,2025-07-03 00:00:00,100.5006,0.25,2026-07-03 00:00:00,100.0,0.0,,,,,,,2026-07-03 00:00:00,100.0,0.0,無,,,2025-08-05 00:00:00,2025-08-30 00:00:00,
