股票代號,代號,名稱,掛牌最高,掛牌最低,資金用途,掛牌日期,資金用途分類
2924,29243,東凌三KY,113.3,95.0,新設轉投資事業2.22億，償還銀行借款0.28億，與東凌二同時發行,2015-10-15 00:00:00,償還銀行借款
2937,29371,集雅社一,121.25,99.0,展店1億、充實營運資金1.65億。,2020-09-04 00:00:00,充實營運資金
3003,30031,健和興一,218.0,98.8,,,
3003,30032,健和興二,204.0,97.5,,2010-08-08 00:00:00,
3005,30051,神基一,152.0,95.0,,,
3005,30052,神基二,199.0,95.0,,2005-08-01 00:00:00,
3006,30061,晶豪科一,139.9,95.4,償還銀行借款11.54億,2023-10-27 00:00:00,償還銀行借款
3010,30101,華立一,191.0,119.0,,,
3010,30102,華立二,105.0,97.0,償還銀行借款10億,2014-08-01 00:00:00,償還銀行借款
3010,30103,華立三,168.0,102.0,償還銀行借款20.05億,2021-08-24 00:00:00,償還銀行借款
3011,30111,今皓一,135.0,94.4,,,
3012,30121,廣輝一,115.0,79.95,,,
3012,30122,廣輝二,118.5,88.0,,,
3013,30131,晟銘電一,135.0,100.0,,,
3013,30132,晟銘電二,135.0,100.0,,,
3013,30133,晟銘電三,297.0,114.0,償還銀行借款4.49億,2023-11-16 00:00:00,償還銀行借款
3013,30134,晟銘電四,140.0,99.3,轉投資泰國子公司2.7億，償還銀行借款2.35億,2024-10-18 00:00:00,償還銀行借款
3016,30161,嘉晶一,163.0,89.0,,2007-06-13 00:00:00,
3016,30162,嘉晶二,114.85,94.8,購買機器設備1.8億，充實營運資金1.2億,2011-06-15 00:00:00,充實營運資金
3016,30163,嘉晶三,274.0,103.5,償還銀行借款6億,2019-10-31 00:00:00,償還銀行借款
3016,30164,嘉晶四,122.95,95.5,現金增資2.97億，嘉晶四募得5億，購置機器設備及其相關安裝工程9.6億,2022-03-29 00:00:00,資本支出
3016,30165,嘉晶五,110.9,92.0,購置機器設備及相關安裝工程 5.08億,2024-07-26 00:00:00,資本支出
3017,30171,奇鋐一,115.0,98.75,,2010-12-16 00:00:00,
3018,30181,同開一,336.0,103.05,現金增資0.9億，5000張/18元，同開二、同開一募得1.9億，償還銀行借款0.4億，充實營運資金2.4億，與同開二同時發行,2014-11-19 00:00:00,償還+充實
3018,30182,同開二,141.85,90.1,現金增資0.9億，5000張/18元，同開二、同開一募得1.9億，償還銀行借款0.4億，充實營運資金2.4億，與同開一同時發行,2014-11-20 00:00:00,償還+充實
3018,30183,同開三,216.0,101.5,償還銀行借款2億,2017-07-14 00:00:00,償還銀行借款
3018,30184,隆銘綠能四,125.0,99.65,償還銀行借款0.85億，充實營運資金3.02億,2021-09-16 00:00:00,償還+充實
3019,30191,亞光一,235.0,115.35,,,
3019,30192,亞光二,157.0,99.5,,2009-09-05 00:00:00,
3019,30193,亞光三,110.5,96.2,增建無塵室工程及購置機器設備7億，轉投資Asia Optical International Ltd 13億，與亞光四同時發行,2011-05-27 00:00:00,資本支出
3019,30194,亞光四,110.5,96.1,增建無塵室工程及購置機器設備7億，轉投資Asia Optical International Ltd 13億，與亞光三同時發行,2011-05-30 00:00:00,資本支出
3020,30201,奇普二,125.0,90.1,,,
3021,30211,衛道一,112.9,36.9,,,
3022,30221,威達一,157.0,93.0,,2008-01-11 00:00:00,
3023,30232,信邦二,119.2,86.1,,2007-01-18 00:00:00,
3023,30233,信邦三,134.5,98.0,,2010-05-15 00:00:00,
3023,30234,信邦四,129.0,103.0,償還銀行借款3億,2012-03-05 00:00:00,償還銀行借款
3023,30235,信邦五,197.0,102.1,償還銀行借款3億,2014-06-23 00:00:00,償還銀行借款
3023,30236,信邦六,206.0,107.5,償還銀行借款5億,2017-06-08 00:00:00,償還銀行借款
3023,30237,信邦七,193.0,113.5,償還銀行借款13.39億,2020-12-15 00:00:00,償還銀行借款
3023,30238,信邦八,134.05,99.5,償還銀行借款10.3億,2022-12-12 00:00:00,償還銀行借款
3024,30241,憶聲一,186.0,104.0,,,
3025,30251,星通一,318.0,100.0,,,
3026,30261,禾伸一,181.0,104.6,,,
3026,30262,禾伸二,181.0,97.0,,,
3026,30263,禾伸三,114.5,98.2,,2010-06-13 00:00:00,
3027,30271,盛達一,113.5,95.0,,2010-09-06 00:00:00,
3028,30281,增你強一,118.6,100.0,,,
3028,30282,增你強二,153.0,92.0,,,
3028,30283,增你強三,132.0,85.2,0,2006-06-09 00:00:00,
3028,30284,增你強四,154.0,102.0,償還借款6.06億,2021-08-03 00:00:00,償還銀行借款
3029,30291,零壹一,174.0,102.5,,,
3029,30292,零壹二,154.0,94.0,償還銀行借款5.07億,2014-05-19 00:00:00,償還銀行借款
3033,30331,威健一,131.0,100.0,,,
3033,30332,威健二,173.0,102.0,,,
3033,30333,威健三,126.0,96.0,償還銀行借款8億，發行8000張CB，3年期，轉換價格27.79元，約28787張股票,2011-06-20 00:00:00,借新還舊
3033,30334,威健四,140.25,102.8,償還銀行借款8億，發行2000張CB，3年期，轉換價格18.12元，約當50718張股票；同時辦理現金增資募資6億，40000張股票，每股15元發行。,2016-08-22 00:00:00,借新還舊
3033,30335,威健五,192.0,102.55,償還銀行借款10億，發行10000張CB，5年期，轉換價格18.02元，約當52854張股票,2020-11-03 00:00:00,借新還舊
3033,30336,威健六,146.0,95.5,償還銀行借款20億，發行20000張，5年期(2022/6/1-2027/6/1)，轉換價格34.27元，約當58360張股票,2022-06-01 00:00:00,償還銀行借款
3033,30337,威健七,110.4,100.0,償還銀行借款25億，發行25000張，5年期，轉換價格         元，約當       張股票,2024-09-11 00:00:00,償還銀行借款
3034,30341,聯詠一,0.0,0.0,,2005-06-12 00:00:00,
3034,30342,聯詠二,122.0,96.9,,2006-05-28 00:00:00,
3036,30362,文曄二,125.0,98.0,,,
3036,30363,文曄三,130.05,93.0,,,
3036,30364,文曄四,158.0,99.0,,,
3036,30365,文曄五,154.0,105.2,償還銀行借款15億,2016-07-07 00:00:00,償還銀行借款
3036,30366,文曄六,330.0,104.0,償還銀行借款12億,2019-07-01 00:00:00,償還銀行借款
3038,30381,全台一,233.0,122.1,,,
3038,30382,全台二,225.0,144.2,,,
3038,30383,全台三,141.5,89.9,,,
3038,30384,全台四,120.0,99.8,,2010-10-12 00:00:00,
3039,30391,宏傳一,102.4,102.4,,,
3039,30392,宏傳二,107.0,88.55,,,
3041,30411,揚智一,293.0,100.5,,,
3042,30421,晶技一,191.0,93.05,,,
3042,30422,晶技二,166.0,90.0,,2006-10-28 00:00:00,
3042,30423,晶技三,116.9,97.0,,2010-01-01 00:00:00,
3042,30424,晶技四,112.1,98.0,購買機器設備4.39億，償還銀行借款4億,2013-01-25 00:00:00,償還銀行借款
3042,30425,晶技五,121.2,99.65,110年3Q償還銀行借款6億，111年2Q購買機器設備6.79億，共需12.79億。發行第五次無擔保可轉債12000張(詢圈)。轉換價138元，預計增加8695張股票。,2021-07-26 00:00:00,借新還舊
3043,30431,科風一,278.0,101.0,,,
3043,30432,科風二,117.2,95.75,現金增資5億，25000張/20元，科風二募得3億，償還銀行借款8億,2011-10-24 00:00:00,償還銀行借款
3045,30451,台灣一,146.0,113.0,,,
3045,30452,台灣大二,182.0,106.0,,,
3045,30453,台灣大三,116.65,100.1,償還債務100億,2016-11-22 00:00:00,償還銀行借款
3045,30454,台灣大四,100.8,97.65,償還債務100億,2025-02-24 00:00:00,償還銀行借款
3045,30455,台灣大五,104.5,100.8,償還債務100億,2025-02-25 00:00:00,償還銀行借款
3047,30471,訊舟一,109.4,92.2,,,
3047,30472,訊舟二,178.0,87.45,,2007-05-07 00:00:00,
3047,30473,訊舟三,192.0,102.0,,2009-09-07 00:00:00,
3047,30474,訊舟四,120.0,96.5,,2010-06-19 00:00:00,
3047,30475,訊舟五,153.0,102.0,充實營運資金2.7億,2011-12-08 00:00:00,充實營運資金
3047,30476,訊舟六,128.9,99.65,償還銀行借款4億,2013-02-27 00:00:00,償還銀行借款
3047,30477,訊舟七,368.0,106.0,,2021-03-30 00:00:00,
3047,30478,訊舟八,0.0,0.0,償還銀行借款5.05億，發行CB8共計5000張。,,借新還舊
3048,30481,益登一,128.1,99.85,償還銀行借款3.09億,2014-07-11 00:00:00,償還銀行借款
3050,30501,鈺德一,139.0,96.0,,,
3051,30511,力特一,348.0,125.55,,,
3051,30512,力特二,420.0,101.05,,,
3054,30541,萬國一,153.0,100.0,發行第一次有擔保CB 3600張，新產品研發1.5億，償還負債1.45億，長期投資0.65億。共計3.6億。,,償還銀行借款
3054,30542,萬國二,289.0,105.8,發行國內第二次有擔保CB2500張，充實營運資金0.95億，償還銀行借款 1.55億，共計2.5億。,2012-11-27 00:00:00,償還+充實
3054,30543,萬國三,125.5,99.7,償還銀行借款1.75億，充實營運資金1.75億,2014-01-02 00:00:00,償還+充實
3055,30551,蔚科一,114.0,95.0,,,
3056,30561,駿億一,100.0,99.0,,,
3056,30562,總太二,143.5,99.05,償還銀行借款4.31億，支付營建工程款-天匯 0.5億 雍河 0.79億 春上 1.4億,2013-05-13 00:00:00,償還銀行借款
3057,30571,喬鼎一,146.0,99.6,,2011-01-04 00:00:00,
3058,30581,立德一,148.0,98.5,,2011-03-14 00:00:00,
3059,30591,華晶一,160.0,98.15,,,
3060,30601,銘異一,153.0,96.0,,,
3060,30602,銘異二,232.0,106.1,,2009-11-20 00:00:00,
3060,30603,銘異三,226.0,95.0,償還銀行借款5億，轉投資-銘宏材料科技(常熟)有限公司1.47億,2011-09-21 00:00:00,償還銀行借款
3061,30611,璨圓一,219.0,87.0,,,
3061,30612,璨圓二,228.0,107.0,,,
3061,30613,璨圓三,245.0,92.8,,,
3061,30614,璨圓四,115.7,97.5,,00:00:00,
3066,30661,李洲一,215.0,101.0,,,
3068,30681,美磊一,119.5,92.6,,2010-10-26 00:00:00,
3071,30711,協禧一,144.0,101.0,,2010-02-16 00:00:00,
3073,30731,普格一,133.0,97.05,,2008-10-14 00:00:00,
3073,30732,普格二,132.0,86.0,,2008-10-14 00:00:00,
3073,30733,普格三,222.0,99.05,償還銀行借款2.5億，充實營運資金0.5億,2011-12-06 00:00:00,償還+充實
3079,30791,宏億一,120.0,97.0,,,
3085,30851,久大一,167.0,105.7,,2010-02-12 00:00:00,
3086,30861,華義一,158.0,99.6,償還銀行借款0.5億，充實營運資金2.5億,2014-12-23 00:00:00,償還+充實
3088,30881,艾訊一,129.0,104.0,充實營運資金5億元,2016-12-13 00:00:00,充實營運資金
3088,30882,艾訊二,167.0,105.1,償還銀行借款6.63億，充實營運資金1.81億,2023-08-28 00:00:00,償還+充實
3089,30891,展成一,103.45,80.5,,,
3089,30892,展成二,220.0,107.0,,00:00:00,
3090,30901,日電一,188.0,99.0,,,
3092,30921,鴻碩一,213.0,99.85,償還銀行借款5.1億,2020-09-21 00:00:00,償還銀行借款
3092,30922,鴻碩二,116.6,94.0,現金增資2.62億，10000張/26.2元，鴻碩二募得2.68億，償還銀行借款5.3億,2023-07-04 00:00:00,償還銀行借款
3095,30951,及成一,109.5,37.2,,2007-12-07 00:00:00,
3095,30952,及成二 ,180.0,96.0,,,
3095,30953,及成三,115.6,97.5,,2011-02-11 00:00:00,
3095,30954,及成四,126.6,103.6,償還銀行借款 1.7億,2025-02-25 00:00:00,償還銀行借款
3099,30991,頂倫一 ,218.0,105.0,,,
3099,30992,頂倫二,151.0,90.0,,,
3122,31221,笙泉一,138.0,99.1,充實營運資金(購料支出) 2.04億,2021-09-27 00:00:00,充實營運資金
3122,31222,笙泉二,144.0,92.05,償還第一次轉換公司債1.99億，充實營運資金0.02億,2024-05-03 00:00:00,借新還舊
3126,31261,信億一,226.0,99.1,,2010-02-28 00:00:00,
3128,31281,昇銳一,121.0,99.8,償還銀行借款0.29億，充實營運資金0.7億,2014-03-04 00:00:00,償還+充實
3128,31282,昇銳二,125.0,95.05,償還銀行借款3億,2023-07-03 00:00:00,償還銀行借款
3138,31381,耀登一,121.5,99.65,現金增資4億，2000張/200元，耀登一募得4億，興建營運總部7億，購買研發設備1億，充實營運資金0.84億,2022-01-18 00:00:00,充實營運資金
3138,31382,耀登二,114.95,97.5,國內第一次有擔保轉換公司債到期償還之本金4億，營運總部之工程款3.24億，營運總部之室內裝修款0.9億,2025-01-10 00:00:00,資本支出
3141,31411,晶宏一,489.0,111.1,購置大樓2.91億，償還銀行借款0.56億，充實營運資金0.8億，共計4.28元。發行3.5億有擔保CB,2020-11-25 00:00:00,借新還舊
3141,31412,晶宏二,128.1,94.4,償還銀行借款0.83億，充實營運資金7.24億,2021-12-27 00:00:00,償還+充實
3141,31413,晶宏三,130.0,95.9,償還銀行借款3.35億，充實營運資金4.73億,2024-05-20 00:00:00,償還+充實
3142,31421,遠茂一,112.0,99.5,,,
3144,31441,新揚一,153.0,100.0,,,
3144,31442,新揚二,123.0,79.0,,,
3149,31491,正達一,106.5,96.0,新建廠房及購置機器設備9.88億，與正達二同時發行,2014-08-25 00:00:00,資本支出
3149,31492,正達二,100.6,83.0,新建廠房及購置機器設備9.88億，與正達一同時發行,2014-08-26 00:00:00,資本支出
3149,31493,正達三,137.0,99.7,償還銀行借款5億,2021-03-26 00:00:00,償還銀行借款
3162,31621,精確一,135.0,94.0,,,
3162,31622,精確二,166.0,102.0,,2009-11-24 00:00:00,
3163,31631,波若威一,402.0,107.0,充實營運資金2億,2013-07-08 00:00:00,充實營運資金
3163,31632,波若威二,193.0,101.5,充實營運資金3億,2020-10-08 00:00:00,充實營運資金
3164,31641,景岳一,136.95,100.1,,2010-12-24 00:00:00,
3164,31642,景岳二,130.0,96.15,,2010-12-24 00:00:00,
3167,31671,大量一,230.0,90.0,償還銀行借款1.5億，實營運資金2.54億,2021-11-08 00:00:00,償還+充實
3171,31711,新洲一,113.0,101.5,現金增資1.6億，10000張/16元，新洲一募得2億，購買營運總部3.9億,2014-10-31 00:00:00,資本支出
3171,31712,新洲二,123.0,99.85,償還銀行借款3.57億，現增1.5億/7500張/20元。,2020-10-15 00:00:00,償還銀行借款
3188,31881,鑫龍騰一,125.0,100.4,土地營建工程款23.97億，可轉債3億，現增4.5億。,2019-11-25 00:00:00,資本支出
3202,32021,樺晟一,144.0,88.05,,2007-09-23 00:00:00,
3202,32022,樺晟二,115.6,98.0,現金增資1億，5600張/18元，償還樺晟公司銀行借款1.09億，轉投資協昱中山0.91億,2016-09-08 00:00:00,轉投資
3202,32023,樺晟三,183.0,103.2,充實營運資金1.55億，償還銀行借款1.45億，共計3億，發行CB3000張,00:00:00,借新還舊
3202,32024,樺晟四,134.4,100.6,轉投資世紀樺欣風能公司4.52億。,2020-09-23 00:00:00,轉投資
3205,32051,佰研一,1100.0,107.0,置辦公大樓1.07億,2013-12-31 00:00:00,資本支出
3205,32052,佰研二,377.0,110.0,充實營運資金1億,2015-06-18 00:00:00,充實營運資金
3207,32071,耀勝一,155.0,97.6,償還銀行借款1.8億，充實營運資金0.4億,2024-03-25 00:00:00,償還+充實
3209,32091,全科一,157.0,100.0,,,
3209,32092,全科二,115.45,91.05,0,,
3209,32093,全科三,120.95,94.7,償還銀行借款6億,2017-10-24 00:00:00,償還銀行借款
3209,32094,全科四,150.0,96.2,償還銀行借款6.06億，充實營運資金28萬,2022-07-21 00:00:00,償還+充實
3211,32111,順達一,321.0,101.0,,,
3214,32141,元砷一,139.0,101.2,,,
3217,32171,優群一,119.0,98.5,,2010-01-24 00:00:00,
3218,32181,大學一,157.0,73.75,,2008-02-17 00:00:00,
3224,32241,三顧一,154.0,98.0,,2006-09-21 00:00:00,
3224,32242,三顧二,151.0,101.2,償還銀行借款1.5億,2014-07-24 00:00:00,償還銀行借款
3224,32243,三顧三,133.0,99.15,充實營運資金1.5億,2019-01-09 00:00:00,充實營運資金
3229,32291,晟鈦一,149.8,81.5,,,
3230,32301,錦明一,124.5,90.0,,2006-11-24 00:00:00,
3230,32302,錦明二,153.0,93.5,,2009-08-14 00:00:00,
3234,32341,光環一,120.5,100.65,償還銀行借款6億，充實營運資金4億，與光環二同時發行,2015-11-12 00:00:00,償還+充實
3234,32342,光環二,114.5,100.0,償還銀行借款6億，充實營運資金4億，與光環一同時發行,2015-11-13 00:00:00,償還+充實
3236,32361,千如一,170.0,93.0,轉投資AOBA公司1.36億,2011-12-28 00:00:00,轉投資
3252,32521,海灣一,159.0,24.2,,2007-01-16 00:00:00,
3252,32522,海灣二,231.0,100.0,償還銀行借款2億,2013-11-04 00:00:00,償還銀行借款
3252,32523,海灣三,130.0,100.45,現金增資2億，5000張/40元，海灣三募得2億，償還銀行借款4億,2014-05-29 00:00:00,償還銀行借款
3257,32571,虹冠電一,129.0,92.0,充實營運資金5.05億,2024-11-01 00:00:00,充實營運資金
3260,32601,威剛一,200.0,107.0,,,
3260,32602,威剛二,130.0,91.0,,,
3260,32603,威剛三,297.0,106.75,,,
3260,32604,威剛四,163.0,101.75,,2009-07-19 00:00:00,
3260,32605,威剛五,172.0,96.0,,2010-09-21 00:00:00,
3260,32606,威剛六,191.0,107.0,償還銀行借款15億元,2019-05-08 00:00:00,償還銀行借款
3260,32607,威剛七,224.0,109.1,償還銀行借款10億元,2020-09-28 00:00:00,償還銀行借款
3264,32641,欣銓一,153.0,95.3,0,,
3268,32681,海德威一,133.35,99.7,償還銀行借款0.4億，充實營運資金1.91億,2022-01-10 00:00:00,償還+充實
3271,32711,其樂一,203.0,105.0,,,
3271,32712,其樂二,149.2,90.0,,,
3272,32721,東碩一,137.95,98.0,轉投資東碩電子(昆山)有限公司5.01億,2015-03-05 00:00:00,轉投資
3272,32722,東碩二,150.0,98.0,償還國內第一次無擔保轉換公司債執行賣回之本金2.37億，充實營運資金1.64億,2018-02-12 00:00:00,借新還舊
3272,32723,東碩三,111.55,88.0,償還銀行借款3.26億,2024-03-07 00:00:00,償還銀行借款
3284,32841,太普一,114.0,98.0,,2010-06-08 00:00:00,
3284,32842,太普二,124.5,100.2,償還銀行借款2.1億,2012-05-07 00:00:00,償還銀行借款
3288,32881,點晶一,108.05,97.0,充實營運資金2.02億,2014-07-28 00:00:00,充實營運資金
3289,32891,宜特一,209.0,101.8,,,
3289,32892,宜特二,120.5,99.2,,2010-12-31 00:00:00,
3289,32893,宜特三,145.15,100.15,現金增資3.04億，4000張/76元，宜特三募得3.01億，償還銀行借款6.05億,2015-12-22 00:00:00,償還銀行借款
3289,32894,宜特四,123.0,93.45,現金增資8億，10000張/80元，宜特四募得4億，償還銀行借款12億,2016-12-05 00:00:00,償還銀行借款
3289,32895,宜特五,109.0,85.7,償還銀行借款7.25億，充實營運資金7.75億,2017-10-30 00:00:00,償還+充實
3290,32901,東浦一,174.0,105.3,償還銀行借款1.5億,2013-01-25 00:00:00,償還銀行借款
3290,32902,東浦二,117.6,99.6,現金增資2.6億，10000張/26元，東浦二募得2.5億，償還銀行借款2.95億，長期股權投資1.54億，充實營運資金0.6億,2013-12-11 00:00:00,償還+充實
3290,32903,東浦三,223.0,115.3,償還銀行借款3億，充實營運資金0.2億,2022-11-22 00:00:00,償還+充實
3294,32941,英濟一,102.0,63.2,,2007-11-13 00:00:00,
3294,32942,英濟二,123.0,98.8,償還銀行借款3億,2011-07-26 00:00:00,償還銀行借款
3296,32961,勝德一,190.0,96.0,,2007-03-02 00:00:00,
3299,32991,帛漢一,108.0,89.0,,,
3299,32992,帛漢二,167.0,104.0,,2009-12-15 00:00:00,
3299,32993,帛漢三,122.0,98.0,,2010-08-02 00:00:00,
3299,32994,帛漢四,206.0,105.0,,00:00:00,
3303,33031,岱稜一,124.0,83.0,,2007-11-18 00:00:00,
3303,33032,岱稜二,178.0,100.0,,2009-06-28 00:00:00,
3303,33033,岱稜三,213.0,103.05,償還銀行借款3.5億，與岱稜四同時發行,2012-05-07 00:00:00,償還銀行借款
3303,33034,岱稜四,213.0,103.0,償還銀行借款3.5億，與岱稜三同時發行,2012-05-07 00:00:00,償還銀行借款
3303,33035,岱稜五,113.0,95.0,轉投資波蘭子公司 1.06億，償還銀行借款3.6億，充實營運資金0.59億，共計5.26億，發行CB5共5000張競拍105.28元,2024-11-26 00:00:00,借新還舊
3305,33051,昇貿一,153.0,84.5,,2006-11-17 00:00:00,
3305,33052,昇貿二,117.0,95.0,現金增資3億，昇貿二募得4億，償還銀行借款4.95億，充實營運資金2.05億,2011-06-07 00:00:00,償還+充實
3305,33053,昇貿三,278.0,110.9,償還銀行借款5.04億，CB3有擔2億，CB4無擔3億。,2020-12-18 00:00:00,借新還舊
3305,33054,昇貿四,268.0,105.9,償還銀行借款5.04億，CB3有擔2億，CB4無擔3億。,2020-12-21 00:00:00,借新還舊
3305,33055,昇貿五,214.0,99.5,償還銀行借款8.04億,2023-12-25 00:00:00,償還銀行借款
3308,33081,聯德一,193.0,102.75,,2009-06-21 00:00:00,
3308,33082,聯德二,160.0,99.2,,2010-09-03 00:00:00,
3310,33101,佳穎一,489.0,107.8,償還銀行借款3.64億，充實營運資金2.41億。,2020-09-18 00:00:00,償還+充實
3312,33121,弘憶股一,139.0,92.05,償還銀行借款10.05億,2024-06-25 00:00:00,償還銀行借款
3313,33131,斐成一,117.0,32.9,,2007-07-21 00:00:00,
3313,33132,斐成二,126.0,99.3,償還銀行借款2億,2013-09-04 00:00:00,償還銀行借款
3313,33133,斐成三,134.9,100.8,支付琉星建案營建工程款2.04億，支付城之樹建案營建工程款9.28億，共計11.32億，發行CB34000張競拍100元，同時辦現增52000張，認購價12元,2024-11-29 00:00:00,借新還舊
3322,33221,建舜一,135.0,99.7,償還銀行借款0.8億，轉投資海外事業間接投資大陸子公司2.65億,2011-12-06 00:00:00,償還銀行借款
3322,33222,建舜電二,120.9,99.75,償還銀行借款2億,2016-03-25 00:00:00,償還銀行借款
3322,33223,建舜電三,199.0,110.0,償還銀行借款 1.7億,2021-03-17 00:00:00,償還銀行借款
3322,33224,建舜電四,130.0,92.0,償還銀行借款2.57億，轉投資海外事業－泰國建舜 1.42億,2022-09-06 00:00:00,償還銀行借款
3322,33225,建舜電五,111.25,94.1,現金增資1.4億，8000張/17.6元，建舜電五募得1.5億，償還銀行借款2.9億,2024-09-02 00:00:00,償還銀行借款
3323,33231,加百裕一,135.2,91.5,,2008-05-09 00:00:00,
3323,33232,加百裕二,108.3,82.0,償還銀行借款5億,2011-07-22 00:00:00,償還銀行借款
3323,33233,加百裕三,172.0,99.0,現金增資2.24億，8000張/28元，加百裕三募得4億，償還銀行借款6.24億,2023-06-02 00:00:00,償還銀行借款
3324,33241,雙鴻一,174.0,99.7,現金增資1.32億，7000張/18.87元，雙鴻一募得1.5億，償還銀行借款1.74億，充實營運資金1.07億,2011-07-19 00:00:00,償還+充實
3324,33242,雙鴻二,243.0,110.0,現金增資3億，5000張/60元，雙鴻二募得3億，償還銀行借款3億，充實營運資金3億,2016-05-17 00:00:00,償還+充實
3324,33243,雙鴻三,190.0,107.3,償還銀行借款6億,2019-05-29 00:00:00,償還銀行借款
3324,33244,雙鴻四,500.0,100.8,償還銀行借款10億,2020-11-12 00:00:00,償還銀行借款
3324,33245,雙鴻五,154.0,105.0,充實營運資金15.07億,2024-07-31 00:00:00,充實營運資金
3325,33251,旭品一,162.0,107.0,,2010-02-20 00:00:00,
3325,33252,旭品二,140.0,99.75,償還銀行借款1億,2014-08-18 00:00:00,償還銀行借款
3325,33253,旭品三,236.0,115.3,償還銀行借款1億,2023-05-09 00:00:00,償還銀行借款
3338,33381,泰碩一,118.0,98.0,充實營運資金3億,2015-01-29 00:00:00,充實營運資金
3338,33382,泰碩二,138.0,100.0,充實營運資金3.03億,2019-08-20 00:00:00,充實營運資金
3339,33391,泰谷一,148.7,45.1,,2007-07-21 00:00:00,
3339,33392,泰谷二,106.0,96.0,償還銀行借款10億，與泰谷三同時發行,2014-05-09 00:00:00,償還銀行借款
3339,33393,泰谷三,109.0,96.85,償還銀行借款10億，與泰谷二同時發行,2014-05-09 00:00:00,償還銀行借款
3339,33394,泰谷四,261.0,100.0,現金增資1.13億，7580張/15元，泰谷四募得3.32億，償還銀行借款3億，充實營運資金1.46億,2021-09-02 00:00:00,償還+充實
3346,33461,麗清一,106.5,94.95,償還銀行借款 7.01億,2017-06-28 00:00:00,償還銀行借款
3346,33462,麗清二,201.0,90.0,償還第一次無擔保可轉債持有人執行賣回權之本金7億,2019-02-19 00:00:00,借新還舊
3346,33463,麗清三,142.0,96.95,現金增資2.45億，7000張/35元，麗清三募得3.5億，償還銀行借款5.95億,2021-01-15 00:00:00,償還銀行借款
3346,33464,麗清四,124.95,93.0,現金增資3.5億，10000張/35元，麗清四募得2億，購置廠房土地7.7億,2022-02-17 00:00:00,資本支出
3346,33465,麗清五,140.8,98.05,償還國內第三次無擔保轉換公司債1.89億，償還銀行借款1.1億,2022-12-28 00:00:00,借新還舊
3346,33466,麗清六,104.7,93.55,現金增資1.8億，發行價32元，6000張，第六次CB3000張，3.01億，償還銀行借款5.15億，充實˙營運資金0.0128億，共計5.16億。,2024-11-27 00:00:00,償還+充實
3356,33561,奇偶一,138.0,99.4,,2008-12-19 00:00:00,
3357,33571,臺慶科一,155.0,100.0,充實營運資金6.05億，償還銀行借款5億,2023-10-31 00:00:00,償還+充實
3362,33621,先進光一,129.9,98.0,償還銀行借款6億，充實營運資金8.79億,2024-07-16 00:00:00,償還+充實
3363,33631,上詮一,186.0,107.0,充實營運資金2.5億，海外轉投資-江西上詮通信科技有限公司1.5億,2013-06-26 00:00:00,充實營運資金
3363,33632,上詮二,200.0,96.5,償還銀行借款1億，充實營運資金3億,2018-09-06 00:00:00,償還+充實
3376,33761,日興一,186.0,91.15,,2008-04-06 00:00:00,
3376,33762,日興二,155.0,99.6,,2011-01-09 00:00:00,
3376,33763,新日興三,151.0,110.0,償還銀行借款12.76億，充實營運資金10.5億，共計23.26億，發行CB3共8000張，競拍120.85發行，現增8000張，170元發行。,2024-08-23 00:00:00,借新還舊
3380,33801,明泰一,159.0,84.5,,2005-12-25 00:00:00,
3380,33802,明泰二,137.0,99.15,充實營運資金15億，長期股權投資明泰電子（常熟）有限公司5.1億,2011-10-14 00:00:00,充實營運資金
3383,33831,新世紀一,216.0,102.3,,2008-05-26 00:00:00,
3383,33832,新世紀二,223.0,90.0,,2008-05-26 00:00:00,
3383,33833,新世紀三,290.0,95.0,,2009-06-21 00:00:00,
3383,33834,新世紀四,129.5,88.5,,2011-03-14 00:00:00,
3383,33835,新世紀五,108.0,98.0,,00:00:00,
3388,33881,崇越電一,121.95,101.5,償還銀行借款3億，充實營運資金4.02億,2022-11-09 00:00:00,償還+充實
3390,33901,旭軟一,155.0,104.8,充實營運資金4億,2012-07-20 00:00:00,充實營運資金
3390,33902,旭軟二,122.0,105.1,購置工業用地(含其建物)及建置廠務設施共計4.5億，同時辦理現增10000張股票,2025-02-21 00:00:00,資本支出
3402,34021,漢科一,121.0,45.9,,2007-11-16 00:00:00,
3413,34131,京鼎一,120.0,99.0,充實營運資金10.2億。,2018-01-23 00:00:00,充實營運資金
3413,34132,京鼎二,243.0,105.1,充實營運資金20.1億。,2020-11-16 00:00:00,充實營運資金
3416,34161,融程一,132.0,100.5,,2010-08-24 00:00:00,
3416,34162,融程電二,212.0,108.0,興建營運總部5.52億,2021-03-22 00:00:00,資本支出
3416,34163,融程電三,165.0,107.3,充實營運資金5億,2024-01-25 00:00:00,充實營運資金
3419,34191,譁裕一    ,145.0,94.5,,,
3419,34192,譁裕二,127.9,99.6,,2010-11-19 00:00:00,
3431,34311,長天一,141.3,68.0,,2007-04-04 00:00:00,
3434,34341,哲固一,219.0,107.0,償還銀行借款0.95億，充實營運資金 0.55億，共計1.5億,2025-02-27 00:00:00,償還+充實
3438,34381,類比一,114.5,95.0,,2008-06-15 00:00:00,
3438,34382,類比二,129.5,102.05,購置辦公大樓暨裝潢工程與辦公設備 3.65億,2013-11-27 00:00:00,資本支出
3452,34521,益通一,118.05,69.0,,2008-06-06 00:00:00,
